meet_id,final_place_id,final_time
966,694,2022-01-21 16:00:00
968,1239,2024-07-19 15:45:00
969,477,2024-07-19 20:30:00
970,512,2022-09-18 15:00:00
971,209,2022-09-08 15:00:00
972,95,2023-03-19 17:00:00
973,724,2024-06-07 20:45:00
974,1289,2023-07-31 20:45:00
975,134,2022-10-18 13:15:00
976,326,2023-06-05 16:30:00
977,1191,2023-05-28 18:00:00
978,1505,2024-08-31 16:15:00
979,636,2022-10-12 14:00:00
980,1404,2023-10-17 19:45:00
981,1399,2023-12-14 16:15:00
982,1086,2023-08-25 17:00:00
984,606,2023-12-08 13:00:00
985,946,2024-11-14 11:45:00
989,1290,2024-09-14 21:45:00
991,56,2023-02-25 12:00:00
993,540,2023-12-31 15:00:00
994,980,2023-12-29 14:15:00
995,1078,2022-02-09 16:45:00
996,225,2023-09-19 14:15:00
997,546,2024-06-10 11:30:00
998,1223,2023-11-01 15:30:00
999,647,2024-02-15 20:15:00
1000,941,2022-04-25 21:45:00
1001,435,2024-05-25 18:00:00
1002,487,2024-04-19 09:00:00
1003,627,2022-08-13 19:15:00
1004,1443,2024-09-30 13:30:00
1005,69,2022-06-03 11:30:00
1006,1365,2024-10-13 21:00:00
1007,434,2023-05-02 12:45:00
1008,329,2024-01-16 17:30:00
1009,802,2024-10-15 18:30:00
1011,1361,2023-06-07 22:45:00
1012,1225,2024-08-23 21:15:00
1013,1173,2022-09-27 20:45:00
1014,1088,2023-02-27 18:00:00
1015,734,2022-01-19 13:15:00
1016,1527,2022-03-02 17:45:00
1017,17,2023-04-12 10:45:00
1018,532,2022-01-15 15:45:00
1019,79,2022-10-21 18:30:00
1020,371,2022-08-12 15:45:00
1021,732,2022-12-29 19:15:00
1022,1011,2024-09-20 17:30:00
1023,675,2023-09-02 16:15:00
1024,761,2022-09-02 22:15:00
1026,1023,2023-06-08 08:30:00
1027,400,2023-05-26 17:45:00
1028,1390,2023-09-28 17:45:00
1029,552,2022-04-07 15:00:00
1030,1116,2022-05-27 10:00:00
1031,639,2023-07-12 17:00:00
1032,139,2023-04-16 15:00:00
1034,285,2024-04-10 13:15:00
1035,905,2022-12-20 16:00:00
1036,1279,2023-01-14 14:15:00
1037,409,2022-01-31 19:15:00
1038,1126,2022-04-02 19:30:00
1039,497,2022-09-01 16:00:00
1040,925,2022-06-15 17:30:00
1041,659,2024-09-03 16:00:00
1042,1176,2023-04-13 22:00:00
1043,392,2024-11-12 18:30:00
1044,1346,2024-07-06 13:15:00
1045,1157,2024-06-07 14:00:00
1046,1325,2023-04-10 16:45:00
1048,340,2022-06-02 09:30:00
1049,360,2022-06-02 17:45:00
1050,427,2023-11-21 17:00:00
1051,1334,2024-11-23 14:00:00
1052,536,2024-01-09 17:45:00
1053,1352,2023-04-13 10:30:00
1054,908,2022-02-26 14:30:00
1055,1530,2024-06-21 22:00:00
1056,381,2024-11-30 16:30:00
1057,353,2024-01-25 20:00:00
1058,540,2023-04-03 15:45:00
1059,571,2024-05-17 21:45:00
1060,125,2024-10-27 15:30:00
1061,631,2022-02-22 15:30:00
1062,311,2024-05-29 16:45:00
1063,936,2022-09-14 17:30:00
1064,1100,2022-10-04 09:15:00
1065,463,2024-08-27 17:45:00
1067,1068,2022-04-17 14:45:00
1068,1072,2023-04-05 15:30:00
1069,1353,2024-09-29 18:00:00
1071,1270,2023-10-07 12:30:00
1072,977,2024-01-11 11:30:00
1073,69,2023-06-24 12:15:00
1074,238,2022-10-06 11:45:00
1075,82,2022-09-27 20:45:00
1076,1187,2024-03-30 15:45:00
1077,682,2023-06-20 11:15:00
1078,663,2024-04-15 22:30:00
1079,1255,2023-09-25 17:45:00
1080,199,2022-11-29 13:00:00
1081,1264,2023-06-06 18:30:00
1082,1381,2023-03-10 16:45:00
1083,858,2022-01-20 20:45:00
1084,509,2024-07-01 18:45:00
1086,624,2023-02-13 13:30:00
1088,1132,2022-12-19 14:15:00
1089,1277,2022-08-26 17:45:00
1091,1045,2022-09-25 17:30:00
1092,1141,2022-01-16 18:00:00
1093,852,2023-07-30 11:00:00
1094,1143,2023-11-13 21:15:00
1095,1270,2024-11-06 12:15:00
1096,91,2022-10-01 19:45:00
1097,1107,2022-05-03 21:45:00
1098,328,2024-01-23 13:30:00
1099,721,2024-11-30 15:15:00
1100,1382,2023-11-11 19:45:00
1101,434,2023-02-05 10:00:00
1102,84,2022-08-12 16:00:00
1103,257,2022-08-14 12:45:00
1106,642,2023-10-07 17:00:00
1108,1308,2022-06-21 17:00:00
1109,1210,2022-12-26 16:30:00
1110,134,2024-11-03 11:45:00
1111,175,2022-03-09 11:15:00
1113,1234,2023-09-10 20:15:00
1115,831,2024-01-28 17:30:00
1116,1461,2024-01-07 12:45:00
1117,688,2024-05-04 19:30:00
1118,1001,2022-09-18 12:45:00
1119,17,2022-09-12 20:15:00
1120,309,2023-05-10 19:30:00
1122,381,2023-12-11 09:45:00
1123,231,2023-08-23 17:45:00
1124,1181,2023-06-07 19:00:00
1125,1501,2022-08-25 20:15:00
1126,591,2024-02-28 10:45:00
1127,238,2024-11-30 15:00:00
1128,1227,2023-05-15 13:00:00
1129,34,2022-12-25 11:00:00
1130,1381,2022-10-05 16:15:00
1131,413,2024-06-21 19:45:00
1132,611,2023-11-06 19:45:00
1133,988,2022-08-05 20:00:00
1134,985,2023-01-20 20:00:00
1137,754,2022-10-31 17:00:00
1138,208,2024-02-10 08:15:00
1140,226,2022-12-13 19:15:00
1141,200,2024-04-10 17:45:00
1143,452,2022-08-27 14:45:00
1144,1178,2024-02-09 20:30:00
1145,417,2024-09-18 19:45:00
1146,65,2024-04-12 18:15:00
1147,1083,2022-01-19 15:30:00
1148,1536,2022-11-10 19:15:00
1149,851,2023-08-27 18:30:00
1151,1140,2023-07-01 15:00:00
1152,1069,2022-08-31 16:45:00
1153,1455,2023-11-15 16:30:00
1154,889,2024-10-01 13:45:00
1155,715,2023-12-06 18:15:00
1156,180,2022-03-06 21:30:00
1157,165,2022-09-30 18:00:00
1159,773,2022-02-07 10:30:00
1160,155,2022-06-23 12:30:00
1161,198,2022-06-18 12:30:00
1162,532,2023-07-19 13:30:00
1163,596,2024-09-20 17:15:00
1164,1080,2023-09-13 12:30:00
1165,230,2023-02-01 14:15:00
1166,1534,2022-02-23 16:45:00
1167,714,2023-12-13 15:30:00
1168,1167,2024-12-06 12:45:00
1169,555,2022-08-15 17:00:00
1170,1232,2024-07-16 14:00:00
1171,608,2024-11-24 22:00:00
1173,1317,2023-06-22 20:30:00
1174,985,2023-09-26 12:30:00
1175,871,2023-09-18 14:15:00
1176,127,2024-04-01 21:30:00
1177,1059,2024-04-28 12:30:00
1178,1175,2022-11-22 16:30:00
1180,88,2023-01-06 17:15:00
1181,310,2024-06-18 14:00:00
1182,1513,2024-01-19 18:45:00
1183,324,2024-10-21 13:45:00
1184,84,2023-05-12 13:00:00
1185,914,2024-08-29 15:15:00
1186,710,2023-09-01 16:00:00
1188,335,2023-02-18 20:15:00
1189,60,2023-03-20 19:00:00
1190,1275,2023-10-11 21:15:00
1191,718,2023-05-12 19:30:00
1193,68,2023-08-18 19:00:00
1194,864,2022-01-27 17:45:00
1195,327,2022-03-10 22:00:00
1196,1051,2023-01-21 15:15:00
1197,870,2024-02-01 20:00:00
1198,211,2022-09-20 13:30:00
1199,758,2023-07-02 17:30:00
1200,1141,2023-12-01 19:15:00
1201,262,2024-03-19 16:30:00
1202,1335,2024-04-25 12:00:00
1203,90,2022-05-02 18:00:00
1204,1082,2023-08-23 14:45:00
1205,8,2023-09-18 22:15:00
1206,620,2023-06-12 12:30:00
1207,300,2024-10-31 11:15:00
1208,945,2024-08-20 14:00:00
1209,1143,2024-08-17 20:45:00
1210,503,2024-05-15 19:45:00
1211,676,2022-01-22 19:15:00
1212,1283,2024-09-01 17:45:00
1213,1193,2024-12-17 17:30:00
1214,75,2023-02-17 14:30:00
1215,747,2024-09-15 20:45:00
1216,315,2023-09-14 18:30:00
1217,674,2024-08-26 16:15:00
1218,1447,2022-10-10 15:15:00
1219,739,2024-11-05 20:15:00
1220,40,2023-03-03 14:30:00
1221,979,2023-12-09 14:45:00
1223,1026,2023-07-21 11:15:00
1224,369,2022-11-27 20:30:00
1225,1371,2022-05-10 13:45:00
1226,1172,2022-11-09 18:30:00
1227,558,2023-11-29 18:15:00
1228,1391,2022-07-29 13:30:00
1229,787,2024-07-08 17:00:00
1230,960,2024-05-03 15:45:00
1231,164,2024-09-09 21:45:00
1232,1038,2022-11-28 14:30:00
1233,473,2022-09-17 16:00:00
1234,1518,2023-07-16 11:00:00
1235,450,2022-08-21 15:00:00
1236,596,2024-05-24 13:30:00
1237,487,2024-03-28 21:30:00
1238,531,2023-04-23 15:00:00
1239,994,2022-07-27 19:00:00
1240,453,2023-02-26 20:30:00
1241,249,2024-09-21 16:45:00
1242,1493,2023-09-04 17:30:00
1243,300,2022-07-17 10:30:00
1244,168,2022-08-06 18:15:00
1245,56,2024-01-06 17:00:00
1246,1271,2022-05-08 10:00:00
1247,720,2023-10-30 19:15:00
1248,1226,2022-03-22 12:15:00
1249,467,2022-08-20 19:45:00
1250,389,2024-04-23 21:15:00
1251,1222,2023-03-04 17:45:00
1252,120,2022-10-04 15:00:00
1254,1321,2022-09-02 14:30:00
1256,1365,2023-05-09 12:45:00
1257,1368,2023-07-18 13:30:00
1258,582,2022-08-10 17:30:00
1259,1035,2023-01-13 19:15:00
1260,1107,2022-04-12 17:30:00
1261,208,2024-04-30 10:15:00
1263,109,2024-02-17 15:30:00
1265,537,2024-10-30 14:45:00
1266,1044,2024-09-07 13:30:00
1268,674,2023-10-03 20:00:00
1269,510,2023-09-09 10:00:00
1270,1347,2022-09-03 11:00:00
1272,279,2022-04-13 11:30:00
1273,1305,2022-10-16 20:15:00
1274,1174,2022-04-01 17:45:00
1275,400,2024-01-15 09:30:00
1276,1355,2024-07-02 20:45:00
1277,1016,2022-05-05 17:15:00
1278,1056,2024-02-18 12:45:00
1279,246,2023-12-02 15:00:00
1280,823,2024-05-22 14:00:00
1281,49,2023-02-19 19:15:00
1282,1123,2023-05-01 11:15:00
1283,6,2023-03-03 20:15:00
1284,474,2024-02-15 16:30:00
1285,181,2023-12-24 12:15:00
1287,602,2022-07-12 18:15:00
1289,58,2023-02-13 12:00:00
1290,459,2022-03-19 16:15:00
1291,1482,2024-03-22 16:15:00
1292,322,2023-02-26 16:45:00
1293,541,2023-05-27 19:00:00
1294,838,2022-04-19 12:45:00
1295,891,2024-08-14 20:45:00
1296,75,2023-11-25 20:30:00
1297,420,2022-09-19 15:15:00
1298,89,2022-08-28 12:00:00
1299,1126,2022-09-16 18:00:00
1300,1172,2023-04-23 19:30:00
1301,1352,2024-08-28 13:30:00
1302,526,2023-04-22 12:15:00
1303,90,2023-11-15 14:30:00
1304,79,2024-11-09 19:30:00
1305,1315,2024-10-18 14:00:00
1306,1456,2023-07-19 15:00:00
1307,5,2023-08-29 12:00:00
1308,808,2023-12-24 20:30:00
1309,794,2023-06-26 12:15:00
1310,229,2024-10-17 17:45:00
1312,896,2024-01-15 17:30:00
1313,1355,2022-08-17 20:30:00
1314,411,2022-01-25 22:15:00
1316,554,2024-03-21 21:30:00
1317,5,2024-04-22 16:30:00
1318,434,2024-04-04 15:30:00
1319,1283,2024-06-13 17:30:00
1320,283,2024-06-16 14:30:00
1321,1459,2022-02-02 21:15:00
1323,610,2024-01-01 14:00:00
1324,1234,2024-11-20 19:30:00
1326,978,2024-10-20 17:00:00
1327,223,2023-04-13 18:15:00
1328,135,2022-09-25 20:00:00
1329,628,2022-08-27 12:45:00
1330,629,2024-07-27 17:15:00
1331,1370,2022-04-29 12:00:00
1332,459,2024-03-09 21:15:00
1333,1426,2022-11-21 13:45:00
1334,1242,2022-03-16 16:45:00
1336,1408,2022-11-11 12:30:00
1338,1466,2023-06-30 17:45:00
1339,171,2023-09-23 17:45:00
1341,1389,2024-11-09 18:00:00
1342,417,2024-11-03 15:30:00
1343,540,2022-06-24 10:30:00
1344,284,2023-06-07 10:45:00
1345,1411,2024-04-04 12:00:00
1346,129,2022-03-27 14:15:00
1347,422,2023-04-25 15:30:00
1348,1268,2023-07-13 13:30:00
1349,1316,2022-09-16 16:30:00
1350,323,2023-08-22 15:15:00
1351,1448,2023-06-23 14:15:00
1352,1376,2023-02-11 19:15:00
1353,528,2023-10-16 18:15:00
1354,294,2024-07-26 12:30:00
1355,300,2022-09-07 18:30:00
1356,562,2022-10-03 14:45:00
1357,365,2022-12-08 20:30:00
1358,31,2024-09-23 19:00:00
1359,1369,2024-06-04 11:45:00
1360,510,2022-07-13 18:00:00
1361,1229,2022-04-04 11:45:00
1362,583,2022-12-01 17:45:00
1363,134,2022-08-06 14:15:00
1364,135,2022-05-10 20:45:00
1365,1502,2023-10-18 10:15:00
1366,1043,2024-04-30 18:15:00
1367,48,2024-10-31 19:15:00
1368,344,2024-06-01 16:45:00
1370,272,2022-01-09 15:45:00
1371,770,2023-04-16 14:15:00
1372,1064,2024-05-28 10:45:00
1373,953,2022-09-14 17:00:00
1374,837,2023-01-31 16:00:00
1375,245,2022-02-06 14:00:00
1376,132,2024-09-04 19:15:00
1377,120,2024-08-15 19:45:00
1378,1522,2023-05-23 18:00:00
1379,116,2023-01-16 13:45:00
1380,1372,2022-07-07 11:30:00
1382,100,2022-04-30 15:30:00
1384,1019,2023-11-25 16:30:00
1385,235,2023-10-29 19:45:00
1386,27,2022-12-16 16:30:00
1387,1332,2024-09-17 17:00:00
1388,1048,2024-02-03 20:30:00
1389,329,2024-03-25 19:00:00
1390,446,2024-06-17 19:00:00
1391,220,2023-11-29 20:15:00
1392,625,2022-04-03 20:15:00
1393,961,2022-04-10 17:30:00
1394,1299,2022-02-24 16:15:00
1395,1134,2022-12-23 20:30:00
1396,8,2024-05-26 14:00:00
1397,951,2024-04-25 19:00:00
1399,1064,2022-12-03 15:45:00
1400,753,2024-09-06 12:45:00
1401,180,2023-11-08 12:15:00
1402,1433,2023-10-03 20:30:00
1403,130,2022-12-07 15:15:00
1404,1197,2024-09-11 14:30:00
1405,202,2024-03-01 14:45:00
1406,942,2023-05-24 20:30:00
1407,685,2022-02-01 20:00:00
1408,143,2023-06-03 20:15:00
1409,458,2023-09-06 13:15:00
1410,1167,2024-11-27 15:45:00
1411,1447,2024-07-04 16:45:00
1412,1525,2023-01-22 15:15:00
1413,1207,2022-04-17 21:00:00
1414,883,2024-05-11 15:00:00
1415,252,2024-01-08 09:15:00
1416,314,2022-10-11 15:15:00
1417,1488,2023-09-24 20:30:00
1419,7,2024-02-26 19:30:00
1420,1344,2023-12-20 19:00:00
1422,1175,2022-05-23 17:45:00
1423,1180,2024-06-09 13:45:00
1424,432,2024-09-18 19:45:00
1425,401,2022-08-22 17:15:00
1427,996,2024-07-28 17:00:00
1429,487,2024-05-21 14:45:00
1430,60,2024-10-08 20:30:00
1431,1165,2023-08-07 17:30:00
1432,495,2024-06-26 13:15:00
1433,284,2024-04-24 20:45:00
1434,64,2022-12-14 21:30:00
1435,1493,2023-02-10 14:15:00
1436,606,2022-10-02 15:30:00
1437,935,2022-06-21 18:30:00
1438,1181,2022-01-28 18:30:00
1439,975,2023-07-30 15:45:00
1440,844,2022-10-21 11:00:00
1441,359,2024-10-04 15:45:00
1442,1157,2024-01-30 15:30:00
1443,36,2024-03-09 22:00:00
1444,938,2023-11-11 12:15:00
1445,946,2023-01-26 20:15:00
1446,114,2023-06-09 15:00:00
1447,431,2024-02-01 17:15:00
1448,1125,2022-03-30 13:00:00
1449,316,2024-04-16 11:15:00
1450,595,2023-12-25 12:45:00
1451,600,2023-07-17 20:45:00
1452,522,2024-06-30 22:00:00
1453,295,2024-09-10 17:30:00
1454,596,2023-12-08 17:45:00
1455,585,2024-03-19 15:30:00
1456,1343,2023-05-12 17:15:00
1457,1354,2022-05-28 17:45:00
1458,1379,2024-07-19 17:30:00
1459,1261,2022-03-03 14:15:00
1460,112,2024-03-11 11:45:00
1461,328,2024-08-04 18:30:00
1465,414,2024-06-14 07:45:00
1466,966,2023-11-11 14:00:00
1467,839,2023-11-23 20:30:00
1468,706,2024-06-26 13:15:00
1469,431,2022-12-21 21:15:00
1470,943,2023-09-21 18:15:00
1471,1116,2022-02-16 21:15:00
1472,353,2023-02-28 10:15:00
1474,967,2023-06-08 18:15:00
1476,907,2024-01-15 16:30:00
1477,805,2022-11-10 10:30:00
1479,1476,2023-02-17 13:00:00
1480,322,2022-02-08 12:45:00
1481,772,2024-09-04 16:45:00
1482,1415,2023-09-14 12:15:00
1483,1476,2022-11-11 11:45:00
1484,150,2023-03-15 20:15:00
1485,484,2023-10-29 19:45:00
1487,1058,2022-11-09 20:15:00
1488,78,2024-04-16 20:00:00
1489,312,2024-05-15 15:30:00
1490,1227,2022-07-29 13:15:00
1491,1259,2022-07-27 14:30:00
1492,1238,2022-05-25 12:00:00
1493,1538,2023-10-31 08:30:00
1494,1491,2023-01-14 15:45:00
1495,776,2023-01-18 18:15:00
1497,1050,2024-10-27 14:45:00
1498,822,2023-06-21 14:45:00
1499,577,2024-06-27 17:45:00
1500,373,2023-06-23 12:00:00
1502,749,2023-07-05 21:15:00
1503,1181,2023-08-26 10:00:00
1505,1311,2023-11-02 19:30:00
1506,1161,2024-06-10 10:30:00
1507,263,2023-10-03 16:30:00
1508,485,2023-05-09 18:15:00
1509,484,2022-04-21 17:15:00
1511,234,2024-06-17 13:00:00
1512,1477,2023-03-16 21:30:00
1513,1457,2024-02-23 18:15:00
1514,165,2023-01-31 10:45:00
1515,1093,2023-03-23 15:30:00
1516,1077,2023-12-05 20:15:00
1517,933,2023-03-02 20:00:00
1518,696,2024-07-25 14:15:00
1519,1066,2023-01-02 20:00:00
1521,518,2022-09-19 14:45:00
1522,570,2024-06-24 15:15:00
1523,26,2024-12-08 14:00:00
1524,1240,2022-04-18 17:00:00
1525,6,2024-09-16 11:45:00
1526,975,2024-07-02 20:00:00
1527,1433,2024-07-17 21:15:00
1528,1021,2022-12-14 16:30:00
1529,269,2022-11-03 14:30:00
1530,482,2023-07-28 12:45:00
1531,277,2022-08-29 17:00:00
1532,839,2023-03-31 18:15:00
1533,267,2022-05-07 17:00:00
1534,684,2022-02-17 18:15:00
1535,797,2024-01-05 19:30:00
1536,262,2023-05-11 11:00:00
1539,722,2024-08-06 15:30:00
1540,905,2024-09-20 15:00:00
1541,1061,2022-09-17 18:15:00
1543,395,2022-03-15 09:15:00
1545,811,2024-10-26 16:30:00
1546,66,2023-04-18 18:15:00
1548,934,2024-07-22 14:45:00
1549,655,2023-09-27 19:45:00
1550,715,2024-02-23 14:30:00
1551,1070,2023-07-15 21:00:00
1552,64,2023-07-26 17:00:00
1554,284,2024-11-02 21:45:00
1555,945,2023-03-22 20:15:00
1556,823,2023-09-03 16:15:00
1558,257,2022-09-10 12:15:00
1559,1424,2024-12-10 18:15:00
1560,594,2023-04-28 20:15:00
1561,234,2023-08-18 16:30:00
1562,238,2024-12-09 11:15:00
1563,288,2022-08-04 11:45:00
1564,1360,2024-06-18 13:15:00
1565,734,2022-02-11 13:45:00
1566,768,2024-07-06 15:30:00
1567,1032,2022-11-22 13:30:00
1568,374,2024-11-15 19:15:00
1570,1348,2022-06-17 20:15:00
1571,225,2022-12-27 17:30:00
1572,946,2024-10-15 13:30:00
1573,696,2023-12-26 21:15:00
1574,60,2023-11-17 20:15:00
1575,699,2022-02-17 09:30:00
1577,1212,2023-12-26 15:45:00
1578,944,2023-04-14 10:15:00
1579,622,2023-06-15 11:45:00
1581,178,2024-09-07 16:30:00
1582,129,2023-01-06 15:45:00
1584,279,2024-04-11 17:45:00
1585,530,2024-03-26 18:00:00
1586,1072,2022-03-08 13:45:00
1587,1136,2023-08-08 11:45:00
1588,1292,2022-08-29 15:15:00
1589,1478,2024-06-27 15:00:00
1590,515,2022-10-13 19:15:00
1591,1442,2024-03-07 14:15:00
1592,1298,2023-04-28 12:45:00
1593,922,2022-10-28 18:00:00
1594,1221,2024-08-13 14:00:00
1596,445,2023-05-27 20:30:00
1598,424,2022-05-08 13:00:00
1599,756,2024-09-02 15:30:00
1600,1174,2023-02-08 18:30:00
1602,782,2023-01-06 10:30:00
1603,105,2024-07-20 21:45:00
1604,1214,2023-05-02 16:30:00
1606,493,2024-01-06 20:15:00
1607,80,2022-07-18 13:00:00
1609,151,2023-05-05 11:45:00
1610,173,2023-05-09 19:15:00
1612,721,2024-03-16 18:15:00
1614,359,2024-04-09 12:30:00
1615,465,2024-03-28 15:15:00
1617,366,2022-02-22 16:15:00
1618,309,2024-11-10 21:30:00
1619,911,2023-06-06 13:00:00
1620,289,2023-02-19 19:45:00
1621,773,2022-02-01 19:15:00
1622,98,2024-09-05 18:15:00
1623,320,2022-11-18 10:15:00
1625,585,2024-02-01 17:15:00
1626,1025,2022-06-11 11:45:00
1627,1333,2023-04-09 14:00:00
1629,446,2024-02-29 18:45:00
1630,915,2022-08-19 16:45:00
1631,1200,2024-07-10 10:45:00
1632,471,2023-07-01 19:30:00
1633,1124,2022-01-16 20:00:00
1634,848,2023-11-24 17:30:00
1636,1382,2023-07-13 19:45:00
1637,120,2023-06-09 14:45:00
1638,1321,2023-11-26 13:15:00
1640,1139,2024-03-26 10:45:00
1641,1126,2023-06-22 18:30:00
1642,1256,2023-03-01 20:30:00
1643,87,2023-03-06 19:00:00
1644,1321,2022-06-21 17:15:00
1645,245,2024-10-03 10:45:00
1646,1045,2023-07-09 13:30:00
1647,789,2022-08-28 15:00:00
1648,667,2023-10-14 16:45:00
1649,55,2023-11-28 19:15:00
1650,1331,2024-06-08 17:15:00
1651,629,2023-04-24 18:45:00
1652,1530,2024-12-08 18:00:00
1654,1334,2023-05-16 17:15:00
1655,531,2022-06-28 14:15:00
1656,579,2022-11-07 14:30:00
1658,347,2022-05-18 17:30:00
1659,31,2024-05-04 19:15:00
1660,1055,2023-01-15 18:15:00
1661,290,2024-05-08 12:45:00
1662,626,2023-03-15 11:30:00
1663,1216,2022-11-26 19:30:00
1665,850,2024-01-01 17:45:00
1666,1344,2024-09-30 17:00:00
1667,1427,2023-03-13 19:15:00
1668,1084,2024-06-17 16:00:00
1669,91,2022-10-15 14:15:00
1670,563,2022-02-04 13:15:00
1671,228,2024-08-08 19:00:00
1673,876,2023-03-05 12:00:00
1674,808,2022-04-26 18:15:00
1676,411,2023-08-29 12:00:00
1677,1309,2022-10-03 19:45:00
1678,65,2024-08-14 12:45:00
1679,1183,2023-03-06 11:00:00
1680,125,2023-04-26 18:45:00
1681,49,2023-09-07 13:00:00
1682,158,2024-12-04 13:30:00
1683,1467,2023-04-25 10:30:00
1684,897,2023-11-12 12:30:00
1685,734,2023-03-09 15:30:00
1686,516,2023-09-12 19:00:00
1687,543,2023-10-08 11:15:00
1688,592,2024-05-27 19:30:00
1691,753,2024-10-06 16:45:00
1692,562,2023-11-12 11:30:00
1694,836,2024-06-23 17:45:00
1695,134,2024-09-26 11:15:00
1696,401,2024-09-19 18:45:00
1699,1061,2023-09-23 19:15:00
1700,828,2022-07-06 17:30:00
1703,830,2023-01-13 13:15:00
1704,1473,2022-01-22 10:15:00
1705,445,2023-11-19 12:00:00
1706,1497,2024-10-02 17:00:00
1707,953,2022-06-10 22:45:00
1708,99,2024-07-08 20:15:00
1709,1201,2023-12-18 15:30:00
1710,1453,2023-04-24 19:00:00
1712,962,2024-10-21 15:00:00
1714,1416,2023-09-03 21:15:00
1715,1251,2023-07-04 12:45:00
1716,1130,2022-03-17 12:15:00
1717,904,2024-02-26 12:15:00
1719,762,2024-12-04 18:00:00
1720,1370,2024-03-17 18:00:00
1722,654,2022-05-28 11:00:00
1723,157,2023-02-03 14:00:00
1724,822,2022-12-15 11:30:00
1725,1413,2023-05-21 14:00:00
1726,1083,2022-12-29 19:45:00
1727,1350,2022-01-17 20:45:00
1728,457,2022-10-16 21:00:00
1730,168,2023-01-24 17:00:00
1731,24,2024-04-09 12:15:00
1732,587,2022-08-21 12:15:00
1735,908,2024-11-25 20:45:00
1736,588,2022-03-28 15:15:00
1737,1324,2022-10-09 21:15:00
1739,794,2024-07-07 09:45:00
1740,1258,2024-03-19 16:30:00
1741,282,2023-06-22 20:45:00
1742,392,2022-03-20 11:30:00
1743,1018,2023-09-03 12:00:00
1744,707,2023-06-25 18:30:00
1746,1224,2023-09-07 21:15:00
1747,754,2022-01-21 16:30:00
1748,599,2023-08-07 14:00:00
1749,959,2024-05-15 18:00:00
1750,521,2022-06-07 11:15:00
1751,1508,2023-01-17 15:00:00
1752,588,2022-07-07 17:00:00
1753,1500,2023-01-31 16:15:00
1754,760,2024-07-21 19:15:00
1755,1387,2023-01-15 18:15:00
1756,1294,2023-02-22 12:45:00
1758,710,2022-03-25 13:30:00
1759,1191,2022-05-11 19:00:00
1760,821,2023-07-05 20:15:00
1761,945,2022-01-21 12:30:00
1762,901,2023-02-06 15:45:00
1764,1518,2024-04-20 18:15:00
1765,1507,2022-09-20 16:00:00
1766,1290,2022-06-14 13:45:00
1767,317,2022-10-20 13:45:00
1768,387,2024-09-13 21:00:00
1769,1143,2024-07-10 14:30:00
1770,1157,2024-02-23 14:30:00
1771,683,2022-12-11 11:30:00
1772,881,2024-03-15 20:00:00
1773,978,2024-01-14 12:45:00
1774,252,2022-09-26 15:30:00
1775,278,2024-09-23 15:00:00
1776,100,2024-03-03 15:15:00
1777,903,2023-06-10 17:00:00
1778,634,2022-04-20 20:15:00
1779,229,2022-10-16 12:30:00
1780,251,2024-04-11 18:15:00
1783,1196,2024-06-01 14:15:00
1784,1175,2022-02-01 09:15:00
1785,1172,2023-12-28 12:00:00
1786,599,2023-11-01 19:45:00
1787,3,2023-05-15 20:30:00
1789,836,2024-03-24 15:30:00
1790,925,2023-10-07 14:30:00
1791,1213,2023-06-07 20:30:00
1792,963,2022-04-30 14:15:00
1793,1234,2023-12-21 12:15:00
1795,1364,2023-10-06 15:30:00
1796,1381,2023-04-12 14:15:00
1797,574,2022-11-13 13:30:00
1798,26,2023-10-16 14:30:00
1800,286,2024-06-01 18:30:00
1803,774,2023-04-16 17:00:00
1805,1158,2024-05-13 19:00:00
1807,277,2022-02-12 20:45:00
1808,984,2024-01-13 22:00:00
1809,365,2024-04-26 11:45:00
1810,717,2024-07-11 21:45:00
1811,1031,2024-01-08 20:00:00
1812,272,2024-04-25 17:15:00
1813,1460,2024-04-18 15:00:00
1814,910,2023-10-27 16:00:00
1817,508,2023-12-17 18:45:00
1818,336,2022-11-21 20:15:00
1819,389,2022-08-16 14:45:00
1820,1425,2023-07-07 20:30:00
1821,1327,2024-06-11 09:00:00
1822,903,2023-09-03 12:30:00
1823,757,2023-02-27 14:00:00
1824,1212,2024-11-17 13:00:00
1825,499,2024-11-15 12:15:00
1826,953,2022-07-05 16:30:00
1827,1023,2022-01-25 20:00:00
1829,189,2024-09-04 20:15:00
1830,1359,2024-03-19 18:15:00
1831,1028,2023-04-01 14:30:00
1832,1465,2022-12-18 17:15:00
1834,1326,2024-11-02 15:15:00
1835,731,2022-09-01 12:30:00
1836,1168,2022-12-09 16:15:00
1837,913,2023-07-28 21:45:00
1838,539,2023-09-28 12:30:00
1839,1515,2024-10-24 13:30:00
1840,539,2022-02-07 16:00:00
1841,1506,2024-04-23 12:00:00
1843,777,2024-03-29 17:15:00
1844,940,2022-10-12 20:15:00
1845,731,2022-07-20 19:45:00
1846,1003,2023-01-04 20:00:00
1847,728,2024-03-05 19:00:00
1848,272,2022-07-28 16:30:00
1849,620,2022-10-05 19:15:00
1850,731,2023-09-02 13:45:00
1852,1169,2022-05-30 19:30:00
1853,429,2024-10-23 11:30:00
1855,190,2024-11-17 15:30:00
1856,1317,2022-01-15 18:30:00
1857,923,2022-03-24 14:15:00
1858,288,2022-10-25 11:30:00
